,country,continent,year,lifeExp,pop,gdpPercap,iso_alpha,iso_num,total_bill,tip,sex,smoker,day,time,size,fips,unemp
494,Eritrea,Africa,1962.0,40.158,1666618.0,380.99584330000005,ERI,232.0,,,,,,,,13219,4.1
495,Eritrea,Africa,1967.0,42.18899999999999,1820319.0,468.7949699,ERI,232.0,,,,,,,,13221,4.9
496,Eritrea,Africa,1972.0,44.141999999999996,2260187.0,514.3242081999999,ERI,232.0,,,,,,,,13223,4.6
497,Eritrea,Africa,1977.0,44.535,2512642.0,505.7538077,ERI,232.0,,,,,,,,13225,6.9
498,Eritrea,Africa,1982.0,43.89,2637297.0,524.8758493,ERI,232.0,,,,,,,,13227,4.9
499,Eritrea,Africa,1987.0,46.453,2915959.0,521.1341333,ERI,232.0,,,,,,,,13229,5.4
500,Eritrea,Africa,1992.0,49.99100000000001,3668440.0,582.8585102000001,ERI,232.0,,,,,,,,13231,5.2
501,Eritrea,Africa,1997.0,53.378,4058319.0,913.4707900000001,ERI,232.0,,,,,,,,13233,6.1
502,Eritrea,Africa,2002.0,55.24,4414865.0,765.3500015,ERI,232.0,,,,,,,,13235,5.9
503,Eritrea,Africa,2007.0,58.04,4906585.0,641.3695236000001,ERI,232.0,,,,,,,,13237,7.0
504,Ethiopia,Africa,1952.0,34.078,20860941.0,362.1462796,ETH,231.0,,,,,,,,13239,7.4
505,Ethiopia,Africa,1957.0,36.667,22815614.0,378.90416319999997,ETH,231.0,,,,,,,,13241,5.9
506,Ethiopia,Africa,1962.0,40.059,25145372.0,419.4564161,ETH,231.0,,,,,,,,13243,8.5
507,Ethiopia,Africa,1967.0,42.115,27860297.0,516.1186438,ETH,231.0,,,,,,,,13245,6.7
508,Ethiopia,Africa,1972.0,43.515,30770372.0,566.2439442000001,ETH,231.0,,,,,,,,13247,5.7
509,Ethiopia,Africa,1977.0,44.51,34617799.0,556.8083834,ETH,231.0,,,,,,,,13249,6.4
510,Ethiopia,Africa,1982.0,44.916000000000004,38111756.0,577.8607471,ETH,231.0,,,,,,,,13251,7.6
511,Ethiopia,Africa,1987.0,46.684,42999530.0,573.7413142000001,ETH,231.0,,,,,,,,13253,7.9
512,Ethiopia,Africa,1992.0,48.091,52088559.0,421.3534653,ETH,231.0,,,,,,,,13255,6.8
513,Ethiopia,Africa,1997.0,49.402,59861301.0,515.8894013,ETH,231.0,,,,,,,,13257,5.9
514,Ethiopia,Africa,2002.0,50.725,67946797.0,530.0535319,ETH,231.0,,,,,,,,13259,6.6
515,Ethiopia,Africa,2007.0,52.946999999999996,76511887.0,690.8055759,ETH,231.0,,,,,,,,13261,7.7
516,Finland,Europe,1952.0,66.55,4090500.0,6424.519071,FIN,246.0,,,,,,,,13263,6.7
517,Finland,Europe,1957.0,67.49,4324000.0,7545.415386,FIN,246.0,,,,,,,,13265,6.5
518,Finland,Europe,1962.0,68.75,4491443.0,9371.842561,FIN,246.0,,,,,,,,13267,5.4
519,Finland,Europe,1967.0,69.83,4605744.0,10921.63626,FIN,246.0,,,,,,,,13269,7.2
520,Finland,Europe,1972.0,70.87,4639657.0,14358.8759,FIN,246.0,,,,,,,,13271,8.6
521,Finland,Europe,1977.0,72.52,4738902.0,15605.422830000001,FIN,246.0,,,,,,,,13273,6.6
522,Finland,Europe,1982.0,74.55,4826933.0,18533.15761,FIN,246.0,,,,,,,,13275,6.4
523,Finland,Europe,1987.0,74.83,4931729.0,21141.01223,FIN,246.0,,,,,,,,13277,5.5
524,Finland,Europe,1992.0,75.7,5041039.0,20647.16499,FIN,246.0,,,,,,,,13279,7.8
525,Finland,Europe,1997.0,77.13,5134406.0,23723.9502,FIN,246.0,,,,,,,,13281,6.7
526,Finland,Europe,2002.0,78.37,5193039.0,28204.59057,FIN,246.0,,,,,,,,13283,7.8
527,Finland,Europe,2007.0,79.313,5238460.0,33207.0844,FIN,246.0,,,,,,,,13285,5.1
528,France,Europe,1952.0,67.41,42459667.0,7029.809327,FRA,250.0,,,,,,,,13287,6.6
529,France,Europe,1957.0,68.93,44310863.0,8662.834898000001,FRA,250.0,,,,,,,,13289,8.7
530,France,Europe,1962.0,70.51,47124000.0,10560.48553,FRA,250.0,,,,,,,,13291,4.7
531,France,Europe,1967.0,71.55,49569000.0,12999.91766,FRA,250.0,,,,,,,,13293,6.5
532,France,Europe,1972.0,72.38,51732000.0,16107.19171,FRA,250.0,,,,,,,,13295,5.6
533,France,Europe,1977.0,73.83,53165019.0,18292.635140000002,FRA,250.0,,,,,,,,13297,4.9
534,France,Europe,1982.0,74.89,54433565.0,20293.89746,FRA,250.0,,,,,,,,13299,5.5
535,France,Europe,1987.0,76.34,55630100.0,22066.44214,FRA,250.0,,,,,,,,13301,7.0
536,France,Europe,1992.0,77.46,57374179.0,24703.79615,FRA,250.0,,,,,,,,13303,6.4
537,France,Europe,1997.0,78.64,58623428.0,25889.78487,FRA,250.0,,,,,,,,13305,6.7
538,France,Europe,2002.0,79.59,59925035.0,28926.032339999998,FRA,250.0,,,,,,,,13307,8.8
539,France,Europe,2007.0,80.657,61083916.0,30470.0167,FRA,250.0,,,,,,,,13309,9.1
540,Gabon,Africa,1952.0,37.003,420702.0,4293.476475,GAB,266.0,,,,,,,,13311,4.6
541,Gabon,Africa,1957.0,38.999,434904.0,4976.198099,GAB,266.0,,,,,,,,13313,5.9
542,Gabon,Africa,1962.0,40.489000000000004,455661.0,6631.4592219999995,GAB,266.0,,,,,,,,13315,7.0
543,Gabon,Africa,1967.0,44.598,489004.0,8358.761987,GAB,266.0,,,,,,,,13317,6.3
544,Gabon,Africa,1972.0,48.69,537977.0,11401.948409999999,GAB,266.0,,,,,,,,13319,6.3
545,Gabon,Africa,1977.0,52.79,706367.0,21745.57328,GAB,266.0,,,,,,,,13321,5.9
546,Gabon,Africa,1982.0,56.56399999999999,753874.0,15113.36194,GAB,266.0,,,,,,,,15001,3.8
547,Gabon,Africa,1987.0,60.19,880397.0,11864.408440000001,GAB,266.0,,,,,,,,15003,2.8
548,Gabon,Africa,1992.0,61.36600000000001,985739.0,13522.157519999999,GAB,266.0,,,,,,,,15007,3.3
549,Gabon,Africa,1997.0,60.461000000000006,1126189.0,14722.841880000002,GAB,266.0,,,,,,,,15009,3.2
550,Gabon,Africa,2002.0,56.761,1299304.0,12521.71392,GAB,266.0,,,,,,,,16001,3.3
551,Gabon,Africa,2007.0,56.735,1454867.0,13206.48452,GAB,266.0,,,,,,,,16003,7.1
552,Gambia,Africa,1952.0,30.0,284320.0,485.2306591,GMB,270.0,,,,,,,,16005,3.5
553,Gambia,Africa,1957.0,32.065,323150.0,520.9267111,GMB,270.0,,,,,,,,16007,4.6
554,Gambia,Africa,1962.0,33.896,374020.0,599.650276,GMB,270.0,,,,,,,,16009,6.2
555,Gambia,Africa,1967.0,35.857,439593.0,734.7829124,GMB,270.0,,,,,,,,16011,3.6
556,Gambia,Africa,1972.0,38.308,517101.0,756.0868363,GMB,270.0,,,,,,,,16013,3.2
557,Gambia,Africa,1977.0,41.842,608274.0,884.7552507000001,GMB,270.0,,,,,,,,16015,5.5
558,Gambia,Africa,1982.0,45.58,715523.0,835.8096107999999,GMB,270.0,,,,,,,,16017,5.5
559,Gambia,Africa,1987.0,49.265,848406.0,611.6588611000001,GMB,270.0,,,,,,,,16019,3.2
560,Gambia,Africa,1992.0,52.644,1025384.0,665.6244126,GMB,270.0,,,,,,,,16021,5.3
561,Gambia,Africa,1997.0,55.861000000000004,1235767.0,653.7301704,GMB,270.0,,,,,,,,16023,4.1
562,Gambia,Africa,2002.0,58.041000000000004,1457766.0,660.5855997,GMB,270.0,,,,,,,,16025,3.8
563,Gambia,Africa,2007.0,59.448,1688359.0,752.7497265,GMB,270.0,,,,,,,,16027,4.4
564,Germany,Europe,1952.0,67.5,69145952.0,7144.114393000001,DEU,276.0,,,,,,,,16029,3.7
565,Germany,Europe,1957.0,69.1,71019069.0,10187.82665,DEU,276.0,,,,,,,,16031,3.0
566,Germany,Europe,1962.0,70.3,73739117.0,12902.46291,DEU,276.0,,,,,,,,16033,3.5
567,Germany,Europe,1967.0,70.8,76368453.0,14745.62561,DEU,276.0,,,,,,,,16035,7.5
568,Germany,Europe,1972.0,71.0,78717088.0,18016.180269999997,DEU,276.0,,,,,,,,16037,5.2
569,Germany,Europe,1977.0,72.5,78160773.0,20512.92123,DEU,276.0,,,,,,,,16039,4.2
570,Germany,Europe,1982.0,73.8,78335266.0,22031.532740000002,DEU,276.0,,,,,,,,16041,3.1
571,Germany,Europe,1987.0,74.847,77718298.0,24639.18566,DEU,276.0,,,,,,,,16043,3.4
572,Germany,Europe,1992.0,76.07,80597764.0,26505.30317,DEU,276.0,,,,,,,,16045,4.7
573,Germany,Europe,1997.0,77.34,82011073.0,27788.88416,DEU,276.0,,,,,,,,16047,3.1
574,Germany,Europe,2002.0,78.67,82350671.0,30035.80198,DEU,276.0,,,,,,,,16049,5.7
575,Germany,Europe,2007.0,79.406,82400996.0,32170.37442,DEU,276.0,,,,,,,,16051,3.1
576,Ghana,Africa,1952.0,43.148999999999994,5581001.0,911.2989371,GHA,288.0,,,,,,,,16053,3.1
577,Ghana,Africa,1957.0,44.778999999999996,6391288.0,1043.5615369999998,GHA,288.0,,,,,,,,16055,4.8
578,Ghana,Africa,1962.0,46.452,7355248.0,1190.0411179999999,GHA,288.0,,,,,,,,16057,3.3
579,Ghana,Africa,1967.0,48.071999999999996,8490213.0,1125.69716,GHA,288.0,,,,,,,,16059,6.3
580,Ghana,Africa,1972.0,49.875,9354120.0,1178.223708,GHA,288.0,,,,,,,,16061,6.5
581,Ghana,Africa,1977.0,51.756,10538093.0,993.2239571,GHA,288.0,,,,,,,,16063,4.5
582,Ghana,Africa,1982.0,53.744,11400338.0,876.032569,GHA,288.0,,,,,,,,16065,2.5
583,Ghana,Africa,1987.0,55.729,14168101.0,847.0061135,GHA,288.0,,,,,,,,16067,3.3
584,Ghana,Africa,1992.0,57.501000000000005,16278738.0,925.0601539999999,GHA,288.0,,,,,,,,16069,3.4
585,Ghana,Africa,1997.0,58.556000000000004,18418288.0,1005.2458119999999,GHA,288.0,,,,,,,,16071,3.7
586,Ghana,Africa,2002.0,58.453,20550751.0,1111.9845779999998,GHA,288.0,,,,,,,,16073,4.5
587,Ghana,Africa,2007.0,60.022,22873338.0,1327.60891,GHA,288.0,,,,,,,,16075,4.7
588,Greece,Europe,1952.0,65.86,7733250.0,3530.690067,GRC,300.0,,,,,,,,16077,4.2
589,Greece,Europe,1957.0,67.86,8096218.0,4916.299889,GRC,300.0,,,,,,,,16079,7.3
590,Greece,Europe,1962.0,69.51,8448233.0,6017.190732999999,GRC,300.0,,,,,,,,16081,3.2
591,Greece,Europe,1967.0,71.0,8716441.0,8513.097016,GRC,300.0,,,,,,,,16083,3.4
592,Greece,Europe,1972.0,72.34,8888628.0,12724.82957,GRC,300.0,,,,,,,,16085,5.6
593,Greece,Europe,1977.0,73.68,9308479.0,14195.524280000001,GRC,300.0,,,,,,,,16087,5.7
594,Greece,Europe,1982.0,75.24,9786480.0,15268.420890000001,GRC,300.0,,,,,,,,17001,4.8
595,Greece,Europe,1987.0,76.67,9974490.0,16120.528390000001,GRC,300.0,,,,,,,,17003,9.2
596,Greece,Europe,1992.0,77.03,10325429.0,17541.49634,GRC,300.0,,,,,,,,17005,5.1
597,Greece,Europe,1997.0,77.869,10502372.0,18747.69814,GRC,300.0,,,,,,,,17007,6.3
598,Greece,Europe,2002.0,78.256,10603863.0,22514.2548,GRC,300.0,,,,,,,,17009,3.4
599,Greece,Europe,2007.0,79.483,10706290.0,27538.41188,GRC,300.0,,,,,,,,17011,6.1
600,Guatemala,Americas,1952.0,42.023,3146381.0,2428.2377690000003,GTM,320.0,,,,,,,,17013,6.3
601,Guatemala,Americas,1957.0,44.141999999999996,3640876.0,2617.155967,GTM,320.0,,,,,,,,17015,5.7
602,Guatemala,Americas,1962.0,46.95399999999999,4208858.0,2750.364446,GTM,320.0,,,,,,,,17017,5.6
603,Guatemala,Americas,1967.0,50.016000000000005,4690773.0,3242.5311469999997,GTM,320.0,,,,,,,,17019,5.1
604,Guatemala,Americas,1972.0,53.738,5149581.0,4031.4082710000002,GTM,320.0,,,,,,,,17021,6.3
605,Guatemala,Americas,1977.0,56.028999999999996,5703430.0,4879.992748,GTM,320.0,,,,,,,,17023,5.9
606,Guatemala,Americas,1982.0,58.137,6395630.0,4820.49479,GTM,320.0,,,,,,,,17025,6.8
607,Guatemala,Americas,1987.0,60.782,7326406.0,4246.485974,GTM,320.0,,,,,,,,17027,4.5
608,Guatemala,Americas,1992.0,63.373000000000005,8486949.0,4439.4508399999995,GTM,320.0,,,,,,,,17029,5.9
609,Guatemala,Americas,1997.0,66.322,9803875.0,4684.313807,GTM,320.0,,,,,,,,17031,6.2
610,Guatemala,Americas,2002.0,68.97800000000001,11178650.0,4858.347495,GTM,320.0,,,,,,,,17033,6.2
611,Guatemala,Americas,2007.0,70.259,12572928.0,5186.050003,GTM,320.0,,,,,,,,17035,5.2
612,Guinea,Africa,1952.0,33.609,2664249.0,510.19649230000005,GIN,324.0,,,,,,,,17037,5.4
613,Guinea,Africa,1957.0,34.558,2876726.0,576.2670245,GIN,324.0,,,,,,,,17039,5.7
614,Guinea,Africa,1962.0,35.753,3140003.0,686.3736739,GIN,324.0,,,,,,,,17041,4.7
615,Guinea,Africa,1967.0,37.196999999999996,3451418.0,708.7595409,GIN,324.0,,,,,,,,17043,4.8
616,Guinea,Africa,1972.0,38.842,3811387.0,741.6662307,GIN,324.0,,,,,,,,17045,6.0
617,Guinea,Africa,1977.0,40.762,4227026.0,874.6858642999999,GIN,324.0,,,,,,,,17047,5.8
618,Guinea,Africa,1982.0,42.891000000000005,4710497.0,857.2503577,GIN,324.0,,,,,,,,17049,4.7
619,Guinea,Africa,1987.0,45.552,5650262.0,805.5724717999999,GIN,324.0,,,,,,,,17051,6.7
620,Guinea,Africa,1992.0,48.576,6990574.0,794.3484384,GIN,324.0,,,,,,,,17053,5.5
621,Guinea,Africa,1997.0,51.455,8048834.0,869.4497667999999,GIN,324.0,,,,,,,,17055,8.1
622,Guinea,Africa,2002.0,53.676,8807818.0,945.5835837000001,GIN,324.0,,,,,,,,17057,7.4
623,Guinea,Africa,2007.0,56.007,9947814.0,942.6542111,GIN,324.0,,,,,,,,17059,7.6
624,Guinea-Bissau,Africa,1952.0,32.5,580653.0,299.850319,GNB,624.0,,,,,,,,17061,5.9
625,Guinea-Bissau,Africa,1957.0,33.489000000000004,601095.0,431.7904566000001,GNB,624.0,,,,,,,,17063,6.8
626,Guinea-Bissau,Africa,1962.0,34.488,627820.0,522.0343725,GNB,624.0,,,,,,,,17065,6.3
627,Guinea-Bissau,Africa,1967.0,35.492,601287.0,715.5806402000001,GNB,624.0,,,,,,,,17067,6.6
628,Guinea-Bissau,Africa,1972.0,36.486,625361.0,820.2245876000001,GNB,624.0,,,,,,,,17069,9.8
629,Guinea-Bissau,Africa,1977.0,37.465,745228.0,764.7259627999999,GNB,624.0,,,,,,,,17071,6.2
630,Guinea-Bissau,Africa,1982.0,39.327,825987.0,838.1239671,GNB,624.0,,,,,,,,17073,6.1
631,Guinea-Bissau,Africa,1987.0,41.245,927524.0,736.4153921,GNB,624.0,,,,,,,,17075,5.5
632,Guinea-Bissau,Africa,1992.0,43.266000000000005,1050938.0,745.5398706,GNB,624.0,,,,,,,,17077,5.4
633,Guinea-Bissau,Africa,1997.0,44.873000000000005,1193708.0,796.6644681,GNB,624.0,,,,,,,,17079,6.3
634,Guinea-Bissau,Africa,2002.0,45.504,1332459.0,575.7047176,GNB,624.0,,,,,,,,17081,6.5
635,Guinea-Bissau,Africa,2007.0,46.388000000000005,1472041.0,579.2317429999999,GNB,624.0,,,,,,,,17083,5.8
636,Haiti,Americas,1952.0,37.579,3201488.0,1840.366939,HTI,332.0,,,,,,,,17085,5.4
637,Haiti,Americas,1957.0,40.696,3507701.0,1726.887882,HTI,332.0,,,,,,,,17087,8.6
638,Haiti,Americas,1962.0,43.59,3880130.0,1796.589032,HTI,332.0,,,,,,,,17089,5.5
639,Haiti,Americas,1967.0,46.243,4318137.0,1452.057666,HTI,332.0,,,,,,,,17091,6.4
640,Haiti,Americas,1972.0,48.042,4698301.0,1654.456946,HTI,332.0,,,,,,,,17093,5.2
641,Haiti,Americas,1977.0,49.923,4908554.0,1874.2989309999998,HTI,332.0,,,,,,,,17095,6.1
642,Haiti,Americas,1982.0,51.461000000000006,5198399.0,2011.1595489999997,HTI,332.0,,,,,,,,17097,5.2
643,Haiti,Americas,1987.0,53.636,5756203.0,1823.015995,HTI,332.0,,,,,,,,17099,6.7
644,Haiti,Americas,1992.0,55.089,6326682.0,1456.309517,HTI,332.0,,,,,,,,17101,7.5
645,Haiti,Americas,1997.0,56.67100000000001,6913545.0,1341.7269310000001,HTI,332.0,,,,,,,,17103,5.1
646,Haiti,Americas,2002.0,58.137,7607651.0,1270.364932,HTI,332.0,,,,,,,,17105,5.5
647,Haiti,Americas,2007.0,60.916000000000004,8502814.0,1201.637154,HTI,332.0,,,,,,,,17107,5.3
648,Honduras,Americas,1952.0,41.912,1517453.0,2194.926204,HND,340.0,,,,,,,,17109,6.3
649,Honduras,Americas,1957.0,44.665,1770390.0,2220.487682,HND,340.0,,,,,,,,17111,5.3
650,Honduras,Americas,1962.0,48.041000000000004,2090162.0,2291.1568350000002,HND,340.0,,,,,,,,17113,5.1
651,Honduras,Americas,1967.0,50.924,2500689.0,2538.269358,HND,340.0,,,,,,,,17115,6.6
652,Honduras,Americas,1972.0,53.88399999999999,2965146.0,2529.842345,HND,340.0,,,,,,,,17117,6.0
653,Honduras,Americas,1977.0,57.402,3055235.0,3203.208066,HND,340.0,,,,,,,,17119,5.9
654,Honduras,Americas,1982.0,60.909,3669448.0,3121.7607940000003,HND,340.0,,,,,,,,17121,6.4
655,Honduras,Americas,1987.0,64.492,4372203.0,3023.0966989999997,HND,340.0,,,,,,,,17123,6.6
656,Honduras,Americas,1992.0,66.399,5077347.0,3081.694603,HND,340.0,,,,,,,,17125,7.1
657,Honduras,Americas,1997.0,67.65899999999999,5867957.0,3160.454906,HND,340.0,,,,,,,,17127,7.0
658,Honduras,Americas,2002.0,68.565,6677328.0,3099.72866,HND,340.0,,,,,,,,17129,4.6
659,Honduras,Americas,2007.0,70.19800000000001,7483763.0,3548.3308460000003,HND,340.0,,,,,,,,17131,6.2
660,"Hong Kong, China",Asia,1952.0,60.96,2125900.0,3054.421209,HKG,344.0,,,,,,,,17133,4.1
661,"Hong Kong, China",Asia,1957.0,64.75,2736300.0,3629.076457,HKG,344.0,,,,,,,,17135,7.1
662,"Hong Kong, China",Asia,1962.0,67.65,3305200.0,4692.648271999999,HKG,344.0,,,,,,,,17137,4.9
663,"Hong Kong, China",Asia,1967.0,70.0,3722800.0,6197.962814,HKG,344.0,,,,,,,,17139,4.6
664,"Hong Kong, China",Asia,1972.0,72.0,4115700.0,8315.928145,HKG,344.0,,,,,,,,17141,5.9
665,"Hong Kong, China",Asia,1977.0,73.6,4583700.0,11186.14125,HKG,344.0,,,,,,,,17143,6.8
666,"Hong Kong, China",Asia,1982.0,75.45,5264500.0,14560.530509999999,HKG,344.0,,,,,,,,17145,7.1
667,"Hong Kong, China",Asia,1987.0,76.2,5584510.0,20038.472690000002,HKG,344.0,,,,,,,,17147,5.0
668,"Hong Kong, China",Asia,1992.0,77.601,5829696.0,24757.60301,HKG,344.0,,,,,,,,17149,5.1
669,"Hong Kong, China",Asia,1997.0,80.0,6495918.0,28377.632189999997,HKG,344.0,,,,,,,,17151,7.0
670,"Hong Kong, China",Asia,2002.0,81.495,6762476.0,30209.015160000003,HKG,344.0,,,,,,,,17153,8.8
671,"Hong Kong, China",Asia,2007.0,82.208,6980412.0,39724.97867,HKG,344.0,,,,,,,,17155,5.6
672,Hungary,Europe,1952.0,64.03,9504000.0,5263.6738159999995,HUN,348.0,,,,,,,,17157,5.0
673,Hungary,Europe,1957.0,66.41,9839000.0,6040.180011,HUN,348.0,,,,,,,,17159,6.0
674,Hungary,Europe,1962.0,67.96,10063000.0,7550.359877,HUN,348.0,,,,,,,,17161,6.3
675,Hungary,Europe,1967.0,69.5,10223422.0,9326.64467,HUN,348.0,,,,,,,,17163,6.1
676,Hungary,Europe,1972.0,69.76,10394091.0,10168.65611,HUN,348.0,,,,,,,,17165,8.6
677,Hungary,Europe,1977.0,69.95,10637171.0,11674.837370000001,HUN,348.0,,,,,,,,17167,4.9
678,Hungary,Europe,1982.0,69.39,10705535.0,12545.99066,HUN,348.0,,,,,,,,17169,5.8
679,Hungary,Europe,1987.0,69.58,10612740.0,12986.47998,HUN,348.0,,,,,,,,17171,5.6
680,Hungary,Europe,1992.0,69.17,10348684.0,10535.62855,HUN,348.0,,,,,,,,17173,5.8
681,Hungary,Europe,1997.0,71.04,10244684.0,11712.7768,HUN,348.0,,,,,,,,17175,7.2
682,Hungary,Europe,2002.0,72.59,10083313.0,14843.93556,HUN,348.0,,,,,,,,17177,5.8
683,Hungary,Europe,2007.0,73.33800000000001,9956108.0,18008.94444,HUN,348.0,,,,,,,,17179,6.3
684,Iceland,Europe,1952.0,72.49,147962.0,7267.688428,ISL,352.0,,,,,,,,17181,7.4
685,Iceland,Europe,1957.0,73.47,165110.0,9244.001412,ISL,352.0,,,,,,,,17183,7.2
686,Iceland,Europe,1962.0,73.68,182053.0,10350.15906,ISL,352.0,,,,,,,,17185,6.4
687,Iceland,Europe,1967.0,73.73,198676.0,13319.89568,ISL,352.0,,,,,,,,17187,5.3
688,Iceland,Europe,1972.0,74.46,209275.0,15798.063619999999,ISL,352.0,,,,,,,,17189,3.8
689,Iceland,Europe,1977.0,76.11,221823.0,19654.96247,ISL,352.0,,,,,,,,17191,8.6
690,Iceland,Europe,1982.0,76.99,233997.0,23269.6075,ISL,352.0,,,,,,,,17193,6.6
691,Iceland,Europe,1987.0,77.23,244676.0,26923.206280000002,ISL,352.0,,,,,,,,17195,5.8
692,Iceland,Europe,1992.0,78.77,259012.0,25144.39201,ISL,352.0,,,,,,,,17197,6.1
693,Iceland,Europe,1997.0,78.95,271192.0,28061.099660000003,ISL,352.0,,,,,,,,17199,6.2
694,Iceland,Europe,2002.0,80.5,288030.0,31163.201960000002,ISL,352.0,,,,,,,,17201,6.6
695,Iceland,Europe,2007.0,81.757,301931.0,36180.789189999996,ISL,352.0,,,,,,,,17203,5.4
696,India,Asia,1952.0,37.373000000000005,372000000.0,546.5657493,IND,356.0,,,,,,,,18001,3.6
697,India,Asia,1957.0,40.249,409000000.0,590.061996,IND,356.0,,,,,,,,18003,4.3
698,India,Asia,1962.0,43.605,454000000.0,658.3471509,IND,356.0,,,,,,,,18005,3.4
699,India,Asia,1967.0,47.193000000000005,506000000.0,700.7706107000001,IND,356.0,,,,,,,,18007,4.2
700,India,Asia,1972.0,50.651,567000000.0,724.032527,IND,356.0,,,,,,,,18009,5.4
701,India,Asia,1977.0,54.208,634000000.0,813.3373230000001,IND,356.0,,,,,,,,18011,3.4
702,India,Asia,1982.0,56.596000000000004,708000000.0,855.7235377000001,IND,356.0,,,,,,,,18013,4.0
703,India,Asia,1987.0,58.553000000000004,788000000.0,976.5126756000001,IND,356.0,,,,,,,,18015,4.2
704,India,Asia,1992.0,60.223,872000000.0,1164.406809,IND,356.0,,,,,,,,18017,4.7
705,India,Asia,1997.0,61.765,959000000.0,1458.817442,IND,356.0,,,,,,,,18019,4.1
706,India,Asia,2002.0,62.879,1034172547.0,1746.769454,IND,356.0,,,,,,,,18021,4.7
707,India,Asia,2007.0,64.69800000000001,1110396331.0,2452.210407,IND,356.0,,,,,,,,18023,3.9
708,Indonesia,Asia,1952.0,37.468,82052000.0,749.6816546,IDN,360.0,,,,,,,,18025,5.6
709,Indonesia,Asia,1957.0,39.918,90124000.0,858.9002707000001,IDN,360.0,,,,,,,,18027,3.6
710,Indonesia,Asia,1962.0,42.518,99028000.0,849.2897700999999,IDN,360.0,,,,,,,,18029,4.7
711,Indonesia,Asia,1967.0,45.964,109343000.0,762.4317721,IDN,360.0,,,,,,,,18031,3.6
712,Indonesia,Asia,1972.0,49.203,121282000.0,1111.107907,IDN,360.0,,,,,,,,18033,3.9
713,Indonesia,Asia,1977.0,52.702,136725000.0,1382.702056,IDN,360.0,,,,,,,,18035,5.2
714,Indonesia,Asia,1982.0,56.159,153343000.0,1516.872988,IDN,360.0,,,,,,,,18037,3.1
715,Indonesia,Asia,1987.0,60.137,169276000.0,1748.356961,IDN,360.0,,,,,,,,18039,3.5
716,Indonesia,Asia,1992.0,62.681000000000004,184816000.0,2383.140898,IDN,360.0,,,,,,,,18041,5.8
717,Indonesia,Asia,1997.0,66.041,199278000.0,3119.335603,IDN,360.0,,,,,,,,18043,4.1
718,Indonesia,Asia,2002.0,68.58800000000001,211060000.0,2873.91287,IDN,360.0,,,,,,,,18045,5.8
719,Indonesia,Asia,2007.0,70.65,223547000.0,3540.6515640000002,IDN,360.0,,,,,,,,18047,4.3
720,Iran,Asia,1952.0,44.869,17272000.0,3035.326002,IRN,364.0,,,,,,,,18049,4.7
721,Iran,Asia,1957.0,47.181000000000004,19792000.0,3290.257643,IRN,364.0,,,,,,,,18051,3.7
722,Iran,Asia,1962.0,49.325,22874000.0,4187.329802,IRN,364.0,,,,,,,,18053,5.0
723,Iran,Asia,1967.0,52.468999999999994,26538000.0,5906.731804999999,IRN,364.0,,,,,,,,18055,6.6
724,Iran,Asia,1972.0,55.233999999999995,30614000.0,9613.818607,IRN,364.0,,,,,,,,18057,3.2
725,Iran,Asia,1977.0,57.702,35480679.0,11888.59508,IRN,364.0,,,,,,,,18059,3.8
726,Iran,Asia,1982.0,59.62,43072751.0,7608.334602,IRN,364.0,,,,,,,,18061,4.2
727,Iran,Asia,1987.0,63.04,51889696.0,6642.881371,IRN,364.0,,,,,,,,18063,3.5
728,Iran,Asia,1992.0,65.742,60397973.0,7235.653187999999,IRN,364.0,,,,,,,,18065,4.6
729,Iran,Asia,1997.0,68.042,63327987.0,8263.590301,IRN,364.0,,,,,,,,18067,4.7
730,Iran,Asia,2002.0,69.45100000000001,66907826.0,9240.761975,IRN,364.0,,,,,,,,18069,4.1
731,Iran,Asia,2007.0,70.964,69453570.0,11605.71449,IRN,364.0,,,,,,,,18071,3.7
732,Iraq,Asia,1952.0,45.32,5441766.0,4129.766056,IRQ,368.0,,,,,,,,18073,5.3
733,Iraq,Asia,1957.0,48.437,6248643.0,6229.333562,IRQ,368.0,,,,,,,,18075,4.6
734,Iraq,Asia,1962.0,51.457,7240260.0,8341.737815,IRQ,368.0,,,,,,,,18077,4.7
735,Iraq,Asia,1967.0,54.458999999999996,8519282.0,8931.459811,IRQ,368.0,,,,,,,,18079,4.8
736,Iraq,Asia,1972.0,56.95,10061506.0,9576.037596,IRQ,368.0,,,,,,,,18081,3.6
737,Iraq,Asia,1977.0,60.413000000000004,11882916.0,14688.235069999999,IRQ,368.0,,,,,,,,18083,4.4
738,Iraq,Asia,1982.0,62.038000000000004,14173318.0,14517.90711,IRQ,368.0,,,,,,,,18085,3.7
739,Iraq,Asia,1987.0,65.044,16543189.0,11643.57268,IRQ,368.0,,,,,,,,18087,3.4
740,Iraq,Asia,1992.0,59.461000000000006,17861905.0,3745.6406869999996,IRQ,368.0,,,,,,,,18089,6.3
741,Iraq,Asia,1997.0,58.81100000000001,20775703.0,3076.239795,IRQ,368.0,,,,,,,,18091,5.9
742,Iraq,Asia,2002.0,57.04600000000001,24001816.0,4390.717312,IRQ,368.0,,,,,,,,18093,5.7
743,Iraq,Asia,2007.0,59.545,27499638.0,4471.061906,IRQ,368.0,,,,,,,,18095,5.0
